9780393912753,"GRAFF, GERALD","""THEY SAY / I SAY"": THE MOVES THAT MATTER IN ACADEMIC WRITING WITH READINGS",W W NORTON & COMPANY,2,R,$52.75
9781400082773,"OBAMA, BARACK",DREAMS FROM MY FATHER: A STORY OF RACE AND INHERITANCE,"RANDOM HOUSE, INC.",,R,$14.95
