281000008574B,"JESSEL, P",PKT: ECE 5010 F12 PACKET MENG PROFESSIONAL SEMINAR,CUSTOM PUBLISHING,,R,$29.75
9780071472890,"ZELAZNY, GENE","SAY IT WITH PRESENTATIONS, SECOND EDITION, REVISED & EXPANDED: HOW TO DESIGN AND DELIVER SUCCESSFUL BUSINESS PRESENTATIONS",MCGRAW-HILL BOOK,2,R,$45.00
