281000008594B,"CHRISTY, R",PKT: AEM 4420 F12 PACKET CASE STUDIES,CUSTOM PUBLISHING,,R,$38.00
9789812790064,RALPH D. CHRISTY,ACHIEVING SUSTAINABLE COMMUNITIES IN A GLOBAL ECONOMY: ALTERNATIVE PRIVATE STRATEGIES AND PUBLIC POLICIES,WORLD SCIENTIFIC PUBL CO.,,R,$54.00
