281000008434B,BIERMAN,PKT: NBA 5520 F12 PACKET CASE STUDIES IN FINANCE,CUSTOM PUBLISHING,,R,$35.25
9781883249670,BIERMAN,CORPORATE FINANCIAL STRATEGY & DECISION MAKING,JOHN WILEY & SONS,,O,$70.00
