281000008580B,HARRIS-WARRICK,PKT: MUSIC 2241 F12 PACKET MUSIC AS DRAMA: INTRO TO OPERA (& PMA 2633),CUSTOM PUBLISHING,,R,$82.75
9780793547333,DONIZETTI,L' ELISIR D'AMORE (OPERA LIBRETTO) (P),HAL LEONARD,,R,$6.99
