281097126465B,TIMMONS,ENTREPRENEURIAL ENGINEER,CAYUGA AQUA VENTURES,,R,$48.75
9780312565824,"WOLFE, JOANNA",TEAM WRITING: A GUIDE TO WORKING IN GROUPS,ST MARTINS PRESS,,R,$21.75
