281000008350B,"YOST, B",PKT: PHIL 3480 SP12 PACKET PHILOSOPHY OF LAW,CUSTOM PUBLISHING,,R,$29.50
9780198761235,HART,CONCEPT OF LAW,OXFORD UNIVERSITY PRESS,2,R,$60.50
