281000008271B,"LIU, P",PKT: HADM 3210 SP12 PACKET HOSPITALITY FINANCIAL MANAGEMENT,CUSTOM PUBLISHING,,R,$12.00
9781121407619,BRUEGGEMAN,*CUSTOM* REAL ESTATE FINANCE & INVESTMENTS,CREATE,,R,$59.75
