281000008382B,"FREDERICKSEN, D",PKT: FILM 4730 SP12 PACKET FILM & SPIRITUAL QUESTIONS (& RELST 4730 / VISST 4473),CUSTOM PUBLISHING,,R,$35.25
9780156792011,ELIADE,SACRED & THE PROFANE,HARCOURT BRACE JOVANOVICH,,R,$14.00
9780292776241,TARKOVSKY,SCULPTING IN TIME,UNIVERSITY OF TEXAS PRESS,,R,$29.95
9780306803352,SCHRADER,TRANSCENDENTAL STYLE IN FILM,PERSEUS DISTRIBUTION,,R,$18.00
9780415773829,"JAMES, WILLIAM",VARIETIES OF RELIGIOUS EXPERIENCE: A STUDY IN HUMAN NATURE,TAYLOR & FRANCIS,,R,$24.95
9780919123274,EDINGER,CHRISTIAN ARCHETYPE,INNER CITY,,R,$25.00
