9780061715211,KIPFER BARBARA ANN,ROGETS INTERNATIONAL THESAURUS,HARPERCOLLINS PUBLISHERS,7,R,$19.99
9780143038252,MORTENSON,THREE CUPS OF TEA : ONE MANS MISSION TO PROMOTE PEACE,THE PENGUIN GROUP,P,O,$16.00
9780226823379,TURABIAN,MANUAL FOR WRITERS,UNIVERSITY OF CHICAGO PRESS,7,O,$17.00
9780312440824,HJORTSHOJ,TRANSITION TO COLLEGE WRITING,ST MARTINS PRESS,2,O,$22.50
9781567511765,"CHOMSKY, NOAM",NEW MILITARY HUMANISM LESSONS FROM KOSOVO,LPC INBOOK,,O,$15.95
