281000008312B,FRAZIER,PKT: ORIE 5582 SP12 PACKET CLASS NOTES,CUSTOM PUBLISHING,,R,$3.25
9780387004518,"GLASSERMAN, PAUL",MONTE CARLO METHODS IN FINANCIAL ENGINEERING,SPRINGER,,O,$74.95
