281000008577B,WAY,PKT: HADM 2810-2 F12 PACKET HUMAN RESOURCES MGMT,CUSTOM PUBLISHING,,R,$11.75
9780538481700,"MATHIS, ROBERT L.",HUMAN RESOURCE MANAGEMENT: ESSENTIAL PERSPECTIVES,SOUTH-WESTERN PUBLISHING CO.,6,R,$101.50
