9780199555888,"ENGELS, FRIEDRICH",CONDITION OF THE WORKING CLASS IN ENGLAND,OXFORD UNIVERSITY PRESS,,R,$13.95
9780262731904,"WILLIAMS, ROSALIND","NOTES ON THE UNDERGROUND: AN ESSAY ON TECHNOLOGY, SOCIETY, AND THE IMAGINATION",TRILITERAL / MIT PRESS,,R,$21.95
9780345404473,"DICK, PHILIP K.",DO ANDROIDS DREAM OF ELECTRIC SHEEP,BALLANTINE,,R,$14.00
9780520059290,SCHIVELBUSCH,RAILWAY JOURNEY,CALIFORNIA-PRINCETON,,R,$28.95
9780801871153,"KLINE, RONALD R.",CONSUMERS IN THE COUNTRY TECHNOLOGY AND SOCIAL CHANGE IN RURAL AMERICA,INGRAM LIGHTNING SOURCE,,R,$27.00
