9780140449273,PLATO,SYMPOSIUM,THE PENGUIN GROUP,,R,$9.00
9780374532314,BARTHES ROLAND,A LOVER'S DISCOURSE: FRAGMENTS,FARRAR STRAUS & GIROUX,,R,$15.00
9780486218304,"BEARDSLEY, AUBREY",SALOME A TRAGEDY IN ONE ACT,DOVER PUBLICATIONS,,R,$10.95
9780486282251,ARISTOPHANES,LYSISTRATA,DOVER PUBLICATIONS,,R,$1.50
9780679724698,FOUCAULT,HISTORY OF SEXUALITY VOL I,"RANDOM HOUSE, INC.",,R,$14.00
9780684829463,FREUD,DORA,"SIMON & SCHUSTER, INC.",3,R,$14.99
9780713666694,"MARLOWE, CHRISTOPHER",EDWARD THE SECOND,NATL ASSN OF COLLEGE STORES,,R,$14.95
9780802150349,GENET,BALCONY,PUBLISHERS GROUP WEST,RV,R,$14.00
9781559360999,CHURCHILL,CLOUD NINE,CONSORTIUM BOOK SALES,,R,$13.95
