281000008602B,CALLISTER,PKT: MAE 4610 F12 PACKET ENTREPRENEURSHIP FOR ENGINEERS (& ORIE 4152 / ENGRG 4610),CUSTOM PUBLISHING,,R,$75.00
281097126465B,TIMMONS,ENTREPRENEURIAL ENGINEER,CAYUGA AQUA VENTURES,,R,$48.75
