281000008604B,TOPALOGLU,PKT: ORIE 4580 F12 PACKET SIMULATION MODELING AND ANALYSIS (& 5580),CUSTOM PUBLISHING,,R,$11.25
9780073294414,"LAW, AVERILL",SIMULATION MODELING & ANALYSIS,MCGRAW-HILL BOOK,4,O,$224.75
