281088814700B,CU PHYS DEPT,PHYS 1102 STUDY GUIDE,CORNELL CONSIGNMENTS,4,R,$22.70
9780077892432,RICHARDSON,*CUSTOM* 2PKG: COLLEGE PHYSICS V2 W/ CONNECT PLUS ACCESS,MCGRAW-HILL BOOK,4,R,$160.50
