281000008357B,PEREZ,PKT: NBA 5840 SP12 PACKET INTERNATIONAL COMP STRATEGY,CUSTOM PUBLISHING,,R,$63.25
9780521880817,"SPULBER, DANIEL F.",GLOBAL COMPETITIVE STRATEGY,CAMBRIDGE UNIVERSITY PRESS,,R,$75.00
