9780077465438,"CHANG, KANG-TSUNG",2 PKG INTRO GEOGRAPHIC INFORMATION SYSTEMS W/DATA SET CD,MCGRAW-HILL BOOK,6,O,$167.75
9780971764736,BOLSTAD,GIS FUNDAMENTALS,BOOK MASTERS,4,R,$40.00
9781589480896,BREWER,DESIGNING BETTER MAPS,CENGAGE,,R,$34.95
