9780140445688,MARX,CAPITAL VOL 1,THE PENGUIN GROUP,1,R,$20.00
9780156439558,MANNHEIM,IDEOLOGY & UTOPIA,INGRAM LIGHTNING SOURCE,,R,$16.00
9780199256051,LATOUR,REASSEMBLING THE SOCIAL,OXFORD UNIVERSITY PRESS,,R,$30.00
9780226025988,"ARENDT, HANNAH",HUMAN CONDITION,UNIVERSITY OF CHICAGO PRESS,2,R,$19.00
9780415254069,WEBER M,PROTESTANT ETHIC THE SPIRIT OF CAPITALISM,ROUTLEDGE CHAPMAN HALL,,R,$23.95
9780520246522,"KEANE, WEBB",CHRISTIAN MODERNS: FREEDOM AND FETISH IN THE MISSION ENCOUNTER,CALIFORNIA-PRINCETON,,R,$29.95
9780717803026,MARX,GERMAN IDEOLOGY,INTERNATIONAL PUBLISHERS,,R,$7.50
