281000008237B,OHIO STATE UNIVERSITY PRESS EXTENSION,NORTH AMERICAN MAPLE SYRUP PRODUCERS MANUAL,OHIO STATE EXTENSION PRESS OSU,2,R,$42.00
9780671212094,"ADLER, MORTIMER JEROME",HOW TO READ A BOOK,"SIMON & SCHUSTER, INC.",,O,$16.99
9781559637893,"MCEVOY, THOMAS J.",POSITIVE IMPACT FORESTRY: A SUSTAINABLE APPROACH TO MANAGING WOODLANDS,ISLAND PRESS,,R,$35.00
