Fall 2012,BIOG,1105,1,CAMPBELL,130,85
Fall 2012,BIOG,1140,1,SCANLON,250,193
Fall 2012,BIOG,1440,1,OWENS,380,330
Fall 2012,BIOG,1500,1,CHEN,396,340
Spring 2012,BIOG,1106,1-3,CAMPBELL,150,98
Spring 2012,BIOG,1440,1,BOOKER,340,357
Spring 2012,BIOG,1500,1,CHEN,396,375
