Fall 2012,ART,2601,"501, 502",EVETT/GASKINS,32,27
Fall 2012,ART,3703,501,FERRO,10,3
Fall 2012,ART,6690,101,DADI,18,13
Spring 2012,ART,2601,502,KATHER,18,13
Spring 2012,ART,2601,501,"LOCEY, J",18,12
Spring 2012,ART,2701,502,FERRO,17,12
