Fall 2012,BIOPL,2400,1,SILVA,200,236
Fall 2012,BIOPL,2410,1,NIKLAS,75,73
Fall 2012,BIOPL,4220,1,HUA,8,8
Fall 2012,BIOPL,4500,1,WAYNE,6,4
Spring 2012,BIOPL,2420,1,SILVA,35,49
Spring 2012,BIOPL,2480,1,DAVIS,20,17
Spring 2012,BIOPL,3420,1,OWENS,25,13
Spring 2012,BIOPL,3430,1,"NASRALLAH, M",18,22
Spring 2012,BIOPL,4480,1,CREPIT,10,8
