9780860085355,-,TEXTBOOK IMAGES OF JAPAN,PERSEUS DISTRIBUTION,,R,$25.00
9780860085362,-,"TASKS, VOCAB, SENTENCE PATTERNS",PERSEUS DISTRIBUTION,,R,$27.50
