281000008198B,CHAXEL,PKT: NCC 5530 SP12 PACKET MARKETING MANAGEMENT,CUSTOM PUBLISHING,,R,$80.25
9780132539302,"KOTLER, PHILIP",A FRAMEWORK FOR MARKETING MANAGEMENT,PEARSON EDUCATION,5,O,$155.50
