281000008276B,HAMBURY,PKT: CRP 6290 SP12 PACKET COMMUNICATION IN REAL ESTATE,CUSTOM PUBLISHING,,R,$29.50
9780205830763,WILLIAMS,STYLE: BASICS OF CLARITY & GRACE,ALLYN & BACON INC.,4,R,$27.00
9781572225312,QUICK STUDY,ENGLISH GRAMMAR & PUNCTUATION,NATL ASSN OF COLLEGE STORES,,R,$4.95
