281000008162B	TROY	PKT: AEM 4000 SP12 PACKET PRACTITIONER’S OVERVIEW	CUSTOM PUBLISHING		R	$43.25 
9.78007E+12	"LITTLE, JEFFREY"	UNDERSTANDING WALL STREET	MCGRAW-HILL BOOK	5	R	$18.95 
9.78014E+12	SORKIN	TOO BIG TO FAIL	THE PENGUIN GROUP		O	$18.00 
