9780262550703,"EVANS, DAVID",APPROPRIATION,TRILITERAL / MIT PRESS,,R,$24.95
9780312601430,HACKER,WRITER'S REFERENCE,ST MARTINS PRESS,7,O,$71.50
9780810127111,"DWORKIN, CRAIG",AGAINST EXPRESSION: AN ANTHOLOGY OF CONCEPTUAL WRITING,NORTHWESTERN UNIV PRESS,,R,$45.00
9780811212984,"WILLIAMS, WILLIAM CARLOS",PATERSON,W W NORTON & COMPANY,RV,R,$15.95
