281000008293B,DYER,PKT: ILRHR 6620 SP12 PACKET AGILITY,CUSTOM PUBLISHING,,R,$31.00
9781591391258,"MALONE, THOMAS W.","FUTURE OF WORK: HOW THE NEW ORDER OF BUSINESS WILL SHAPE YOUR ORGANIZATION, YOUR MANAGEMENT STYLE, AND YOUR LIFE",HARVARD BUSINESS SCHOOL,,R,$39.95
