9780131118928,"GRIFFITHS, DAVID J.",INTRODUCTION TO QUANTUM MECHANICS,PEARSON EDUCATION,2,R,$164.50
9780935702996,"MCQUARRIE, DONALD A.",PHYSICAL CHEMISTRY; A MOLECULAR APPROACH,UNIVERSITY SCIENCE BOOKS,,R,$99.00
