281000008624B,TAGLIACOZZO,PKT: HIST 1402 F12 PACKET GLOBAL ISLAM,CUSTOM PUBLISHING,,R,$39.25
9780306817397,GORDON,WHEN ASIA WAS THE WORLD,PLENUM PUBLISHING CORP,REV 09,R,$17.00
9780394711959,"NAIPAUL, V. S.",AMONG THE BELIEVERS AN ISLAMIC JOURNEY VINTAGE BOOKS,"RANDOM HOUSE, INC.",,R,$16.00
9780812966183,ARMSTRONG,ISLAM: SHORT HISTORY (REV & UPD),RANDOM,,R,$15.95
9780812967852,"LEWIS, BERNARD",CRISIS OF ISLAM HOLY WAR AND UNHOLY TERROR,RANDOM,,R,$15.00
