281032569202B,MATHWORKS,MATLAB 2012A STUDENT VERSION,MATHWORKS,,R,$99.95
9780716779391,ICLICKER,ICLICKER,W H FREEMAN & COMPANY,,R,$40.75
9780898716917,FAN,INSIGHT THROUGH COMPUTING,SIAM,,R,$59.00
