9780131455788,"KOLLER, JOHN M.",INDIAN WAY: AN INTRODUCTION TO THE PHILOSOPHIES & RELIGIONS OF INDIA,PEARSON EDUCATION,2,R,$109.00
9780226422794,"KAKAR, SUDHIR","SHAMANS, MYSTICS AND DOCTORS: A PSYCHOLOGICAL INQUIRY INTO INDIA AND ITS HEALING TRADITIONS",UNIVERSITY OF CHICAGO PRESS,,R,$27.50
9780231112659,"ECK, DIANA L.",DARSAN SEEING THE DIVINE IMAGE IN INDIA,COLUMBIA UNIVERSITY PRESS,,R,$23.00
9780253218377,"FLUECKIGER, JOYCE BURKHALTER",IN AMMA'S HEALING ROOM: GENDER AND VERNACULAR ISLAM IN SOUTH INDIA,INDIANA UNIVERSITY PRESS,,R,$24.95
