281000008628B,BURTON,PKT: ILRHR 4641 F12 PACKET BUSINESS STRATEGY,CUSTOM PUBLISHING,,R,$56.75
9781133626701,GULATI/MAYO/NORHIA,"MANAGEMENT, PRELIMINARY EDITION",CENGAGE,,R,$66.25
