9780061196676,ZIMMER,SMITHSONIAN INTIMATE GUIDE TO HUMAN ORIGINS,HARPERCOLLINS PUBLISHERS,,R,$17.99
9780307277459,SHUBIN,YOUR INNER FISH,WESTERN PUBLISHING COMPANY,,R,$14.95
9780691112978,"VOGEL, STEVEN",COMPARATIVE BIOMECHANICS: LIFE'S PHYSICAL WORLD,PRINCETON UNIVERSITY PRESS,,O,$99.50
9781597260886,"WILSON, EDWARD OSBORNE",NATURALIST,UNIVERSITY OF CHICAGO PRESS,,R,$29.95
