9780199540457,"MALTHUS, THOMAS",AN ESSAY ON THE PRINCIPLE OF POPULATION,OXFORD UNIVERSITY PRESS,,R,$14.95
9780393318883,"LANDES, DAVID S.",WEALTH AND POVERTY OF NATIONS WHY SOME ARE SO RICH AND SOME SO POOR,W W NORTON & COMPANY,,R,$18.95
9780684862149,"HEILBRONER, ROBERT L.",WORLDLY PHILOSOPHERS THE LIVES TIMES AND IDEAS OF THE GREAT ECONOMIC THINKERS,CHARLES SCRIBNER'S SONS,7,R,$18.00
9780807056431,POLANYI,GREAT TRANSFORMATION THE POLITICAL AND ECONOMIC ORIGINS OF OUR TIME,BEACON PRESS,2,R,$25.00
