281088899527B,CONSIGNMENT,BIOEE 1780 LAB MANUAL,CORNELL CONSIGNMENTS,,R,$21.45
9780716779391,ICLICKER,ICLICKER,W H FREEMAN & COMPANY,,R,$40.75
9781256287599,FREEMAN,2PKG: EVOLUTIONARY ANALYSIS (UNBOUND) W/ ICLICKER CARD,PEARSON EDUCATION,1,R,$108.25
9781429261920,SADAVA,LIFE (CUSTOM),MPS,9,R,$62.75
