9780231144575,"CAVARERO, ADRIANA",HORRORISM: NAMING CONTEMPORARY VIOLENCE,COLUMBIA UNIVERSITY PRESS,,R,$22.50
9780674060289,"HARDT, MICHAEL",COMMONWEALTH,TRILITERAL/HARVARD U. PRESS,,R,$21.95
9780745635965,"BRAIDOTTI, ROSI",TRANSPOSITIONS: ON NOMADIC ETHICS,JOHN WILEY & SONS,,R,$28.95
9780745649146,"ESPOSITO, ROBERTO",IMMUNITAS: THE PROTECTION AND NEGATION OF LIFE,JOHN WILEY & SONS,,R,$24.95
9780816622351,AGAMBEN,COMING COMMUNITY,UNIVERSITY OF MINNESOTA PRESS,,R,$19.50
9780823242658,"ESPOSITO, ROBERTO","TERMS OF THE POLITICAL: COMMUNITY, IMMUNITY, BIOPOLITICS",FORDHAM UNIVERSITY PRESS,,R,$24.00
9781849350594,"BERARDI, FRANCO BIFO",AFTER THE FUTURE,PERSEUS DISTRIBUTION,,R,$16.95
