281000008286B,KALNINS,PKT: HADM 4410-1 SP12 PACKET STRATEGIC MANAGEMENT,CUSTOM PUBLISHING,,R,$63.75
9780538753098,HITT,STRATEGIC MANAGEMENT: CONCEPTS,SOUTH-WESTERN PUBLISHING CO.,9,R,$175.95
