281000008175B,RUSK,PKT: CHLIT 2214 SP12 PACKET INTRO TO CLASSICAL CHINESE,CUSTOM PUBLISHING,,R,$7.25
9787310014989,-,GUDAI HANYU DUBEN,CHINA CLASSICS,,R,$13.75
