Spring 2013,PLBR,2250,1-3,MAZOUREK,50,40
Fall 2012,PLBR,2010,1,MCCOUCH,22,19
Fall 2012,PLBR,4030,1,SMART,28,24
Spring 2012,PLBR,2250,1-3,MAZOUREK,40,50
