Fall 2012,ALS,2780,"1,2",KENYON,30,0
Fall 2012,ALS,5780,1-4,KENYON,30,33
Spring 2012,ALS,3100,1,SIDLE,20,19
Spring 2012,ALS,6015,1,WAY,20,17
Spring 2012,ALS,6016,101,"WILLIAMS, K",8,8
