Fall 2012,ENINT,1001,1-6,BLAND,75,34
Fall 2012,ENINT,1002,"1,2",SLAWSON,24,12
Fall 2012,ENINT,1003,1,BELL,12,6
Spring 2012,ENINT,1001,1-5,SLAWSON/ADIE,60,33
Spring 2012,ENINT,1002,"1,2","SLAWSON, M",24,18
Spring 2012,ENINT,1003,"1,2",SLAWSON,24,10
