Spring 2013,BIONB,2220,1-3,HOPKINS,250,229
Spring 2013,BIONB,4910,1,JOHNSON,30,17
Fall 2012,BIONB,2210,1-3,REEVE,280,261
Fall 2012,BIONB,4270,1,SHERMAN,35,22
Fall 2012,BIONB,4340,1,KOENIG,15,14
